candidate_id,partition,date_label,candidate_description,discovery_source_ids,discovery_urls,disposition,canonical_id,disposition_reason,primary_family_required,primary_locator_1,primary_locator_2,rights_status,materiality_status,review_status,geometry_status
mongol-cand:qarakhitai_khwarazm_central_asia:07:samarkand,qarakhitai_khwarazm_central_asia,1220,"After field fighting, Samarkand’s leaders surrender; the Mongols take the city and overcome remaining resistance in the citadel.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:capture-samarkand-1220,Juvayni supports the siege/surrender sequence; discovery one-day precision and inflated numbers are not carried forward,Secret History / Juvayni / Rashid al-Din or theatre-specific court chronicle,"Juvayni, History of the World-Conqueror I, pp.116-122 (Boyle trans.)",,"citation-only; translations copyright unresolved, no quotation reuse",A,primary_reconciled_round3,Samarkand city/citadel; no exact assault geometry
mongol-cand:qarakhitai_khwarazm_central_asia:08:balkh-zagros-pursuit,qarakhitai_khwarazm_central_asia,1220-1221,Jebe and Subutai pursue Sultan Muhammad through Khorasan and northern Iran; Balkh initially submits and receives a Mongol governor before Chinggis’s later return.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:pursuit-muhammad-1220-1221,campaign-route turn; removes compressed claim of simultaneous Balkh capture and Zagros family capture not supported by this consulted passage,Secret History / Juvayni / Rashid al-Din or theatre-specific court chronicle,"Juvayni, History of the World-Conqueror I, ch.XXV pp.142ff. (Boyle trans.)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round4,Khorasan-northern Iran pursuit corridor; no route line
mongol-cand:qarakhitai_khwarazm_central_asia:09:merv,qarakhitai_khwarazm_central_asia,1221,Tolui’s Khorasan campaign captures Merv after negotiations and resistance.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:capture-merv-1221,named major city capture in Tolui campaign; casualty totals and annihilation rhetoric not canonicalized,Secret History / Juvayni / Rashid al-Din or theatre-specific court chronicle,"Juvayni, History of the World-Conqueror I, “Of Merv and the Fate Thereof,” pp.151ff. (Boyle trans.)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round4,Merv city; no siege geometry
mongol-cand:qarakhitai_khwarazm_central_asia:10:urgench-nishapur-herat,qarakhitai_khwarazm_central_asia,1221,Discovery aggregate compresses three distinct sieges/captures and cannot be canonical at event grain.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,merge,mongol:khorasan-khwarazm-campaign-1221,"merge to campaign parent only; Urgench, Nishapur and Herat require separate canonical child candidates in a later denominator amendment/reconciliation",Secret History / Juvayni / Rashid al-Din or theatre-specific court chronicle,"Juvayni, History of the World-Conqueror I, Khorazm and Khorasan campaign chapters",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round4,multi-city aggregate; no geometry
mongol-cand:qarakhitai_khwarazm_central_asia:11:parwan,qarakhitai_khwarazm_central_asia,1221,Jalal al-Din’s coalition defeats the Mongol force sent against him near Parwan.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:battle-parwan-1221,Juvayni explicitly identifies the Mongol defeat that triggers Chinggis’s rapid pursuit; exact battlefield point is not fixed,Secret History / Juvayni / Rashid al-Din or theatre-specific court chronicle,"Juvayni, History of the World-Conqueror I, ch.XXII pp.133-134 (Boyle trans.)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round4,Parwan region; no exact battlefield point
mongol-cand:qarakhitai_khwarazm_central_asia:12:termez,qarakhitai_khwarazm_central_asia,1220,"After an eleven-day siege, Mongol forces storm Termez on the Oxus.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:capture-termez-1220,Juvayni locates event before Balkh and dates sequence to 1220-21; discovery 1221 narrowed to 1220 working year with source-level chronology caveat,Secret History / Juvayni / Rashid al-Din or theatre-specific court chronicle,"Juvayni, History of the World-Conqueror I, pp.128-130 (Boyle trans.)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round4,Termez city/Oxus bank; no siege works
mongol-cand:qarakhitai_khwarazm_central_asia:13:bamyan,qarakhitai_khwarazm_central_asia,1221,Mongol forces capture Bamyan after resistance; a grandson of Chinggis is killed during the siege.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:capture-bamyan-1221,primary supports siege/capture and royal death; identity variants and punitive narrative kept out of canonical claim,Secret History / Juvayni / Rashid al-Din or theatre-specific court chronicle,"Juvayni, History of the World-Conqueror I, pp.131-133 (Boyle trans.)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round4,Bamyan city; no siege geometry
mongol-cand:qarakhitai_khwarazm_central_asia:14:indus,qarakhitai_khwarazm_central_asia,1221,Chinggis Qan defeats Jalal al-Din on the Indus; Jalal al-Din escapes by crossing the river.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:battle-indus-1221,"primary supports encirclement, battle and river escape; exact battlefield identification remains disputed",Secret History / Juvayni / Rashid al-Din or theatre-specific court chronicle,"Juvayni, History of the World-Conqueror I, ch.XXII pp.133-135 (Boyle trans.)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round4,"Indus bank, perhaps Dinkot/Kalabagh; disputed, no point"
mongol-cand:qarakhitai_khwarazm_central_asia:15:jalal-al-din-end-khwarazm,qarakhitai_khwarazm_central_asia,1231,A Mongol pursuit destroys Jalal al-Din’s remaining force in the country of Amid; he escapes alone into nearby mountains and is reported killed by Kurds.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:end-jalal-al-din-khwarazm-1231,"Bar Hebraeus reports the 1231 Mongol pursuit, destruction of Jalal al-Din’s force in the country of Amid, his solitary escape into the mountains, and his reported death there, while preserving an alternate survival story. Include the strategic end of his Khwarazmian resistance with the death report explicitly qualified.",Secret History / Juvayni / Rashid al-Din or theatre-specific court chronicle,https://archive.org/stream/BarHebraeusChronography/BarHebraeus_Chronography_djvu.txt,https://www.vostlit.info/Texts/rus/Athir_3/text1.phtml?id=12570,citation-only; translation/reuse unresolved; atlas English is own synthesis from cited source translations,A,round63_primary_reconciled_uncertainty_preserved,"Country-of-Amid campaign-region label and unnamed nearby mountain context only; no death point, pursuit route, battle polygon, front, or control surface"
mongol-cand:caucasus_steppe_rus_europe:01:khunan-georgia,caucasus_steppe_rus_europe,1220-1221,Subutai’s force enters the Georgian-Armenian borderlands and defeats King Lasha’s army on the Xunan plain by a feigned retreat and ambush.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:xunan-georgia-campaign-1220-1221,"near-contemporary Armenian account names Xunan, the Georgian royal army and ambush sequence; frozen discovery date 1222 corrected to the source chronology 1220/21",Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,"Kirakos Gandzakets’i, History of the Armenians ch.11 (Bedrosian trans.)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round13,Xunan plain campaign region; no battle point
mongol-cand:caucasus_steppe_rus_europe:02:kuban-cumans,caucasus_steppe_rus_europe,1222-before June 1223,Mongol forces campaign against peoples of the North Caucasus and the Cumans before the Kalka campaign.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:north-caucasus-cuman-campaign-1222-1223,"Corrects the overly precise Kuban label. Ibn al-Athir reports the Mongol passage beyond Darband into Alan/Lakiz lands and then Qipchaq territory. The Rus chronicle, before its June 1223 Kalka narrative, reports that the Tatars had defeated Alans, Circassians and many Cumans, whose survivors sought Rus aid. Include a bounded campaign parent without inferring a Kuban battlefield or route.",Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,https://sourcebooks.web.fordham.edu/source/1220al-Athir-mongols.asp,https://www.drevne.ru/lib/kalka.htm,citation-only; translation/reuse unresolved; atlas English is own synthesis/translation from cited originals/translations,A,round54_primary_reconciled_label_corrected,"North Caucasus/Cuman campaign-region label only; no Kuban point, pass, route, battle site, front, or control polygon"
mongol-cand:caucasus_steppe_rus_europe:03:kalka,caucasus_steppe_rus_europe,1223,A Rus’-Cuman coalition crosses the Kalka River and is defeated by Mongol forces after a multi-day engagement.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:battle-kalka-1223,"chronicle narrates crossing, engagement and defeat; display year normalized while source annal label retained",Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,"Novgorod First Chronicle, Synodal Text, A.M. 6732 (Michell & Forbes trans., 1914, pp.64-67)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round6,Kalka River campaign corridor; no battle point
mongol-cand:caucasus_steppe_rus_europe:04:sudak,caucasus_steppe_rus_europe,1223,"First recorded Mongol seizure of Sudak (Sugdeia), after the North Caucasus and Cuman campaign.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:first-seizure-sudak-1223,"Ibn al-Athir reports that the Mongols came to Sudak, seized the city and dispersed its population; the Sugdeian Synaxarion marginal note independently dates the Tatars’ first arrival to 27 January 1223. Include the city seizure while withholding inferred approach routes, wider Crimean conquest, siege mechanics and totals.",Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,https://cyberleninka.ru/article/n/o-date-podchineniya-gotii-tataro-mongolam,https://sourcebooks.web.fordham.edu/source/1220al-Athir-mongols.asp,citation-only; translation/reuse unresolved; atlas English is own synthesis/translation from cited source excerpts,A,round55_primary_reconciled_conservative,"Sudak city marker only; no approach route, siege ring, wider Crimean control polygon, destruction footprint, or refugee route"
mongol-cand:caucasus_steppe_rus_europe:05:samara-bend,caucasus_steppe_rus_europe,late 1223-early 1224,Volga Bulgar forces ambush and defeat the returning Mongol detachment; survivors continue toward Saksin.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:volga-bulgar-ambush-1223-1224,"Corrects the unsupported Samara Bend battlefield label. Ibn al-Athir places the returning Mongol detachment in Bulgar at the end of AH 620 (ending January 1224), reports Bulgar ambushes at multiple places and a Mongol defeat followed by withdrawal toward Saksin. Include the encounter without a precise battlefield point or the reported survivor total.",Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,https://www.vostlit.info/Texts/rus/Athir_3/text1.phtml?id=12570,https://sourcebooks.web.fordham.edu/source/1220al-Athir-mongols.asp,citation-only; translation/reuse unresolved; atlas English is own synthesis/translation from cited source,A,round56_primary_reconciled_label_corrected,"Volga Bulgar encounter-region label only; no Samara Bend point, ambush sites, movement route, front, or control polygon"
mongol-cand:caucasus_steppe_rus_europe:06:volga-bulgar-outposts,caucasus_steppe_rus_europe,1229,"Ögedei dispatches Köketei and Sübe’etei against the Qipchaqs, Saqsin and Volga Bulghar.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:ogedei-western-dispatch-1229,"Corrects the unsupported “Volga Bulgar outposts” label. Rashid al-Din’s Ögedei history records a 1229 dispatch of Köketei and Sübe’etei against Qipchaq, Saqsin and Bulghar. Include the strategic dispatch as a campaign-opening decision, distinct from the later 1236 western-princes campaign; do not invent outpost attacks or route geometry.",Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,https://paxmongolica.org/wp-content/uploads/2019/07/boyle_1971_rashid_al_din.pdf,https://www.vostlit.info/Texts/rus3/Rashidaddin_5/text1.phtml,citation-only; translation/reuse unresolved; atlas English is own synthesis from cited source/translation,A,round57_primary_reconciled_label_corrected,"Qipchaq-Saqsin-Volga Bulghar target-region labels only; no outpost points, campaign route, front, movement arrows, or control polygon"
mongol-cand:caucasus_steppe_rus_europe:07:bolghar-saqsin,caucasus_steppe_rus_europe,1236,"The western princes’ campaign crosses the Volga and expands against the Kipchak, Bulgar and Rus’ worlds.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:western-princes-campaign-opens-1236,"Secret History §§270,274 supports westward campaign and Volga crossing; precise destruction of Bolghar/Saqsin needs another primary witness and is omitted",Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,"Secret History of the Mongols §§270,274 (de Rachewiltz translation pp.190-194)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round5,Volga-western steppe campaign region; no route
mongol-cand:caucasus_steppe_rus_europe:08:georgia-armenia,caucasus_steppe_rus_europe,1230s,Chormaqan’s western campaign brings the Transcaucasian region under Mongol military authority.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:chormaqan-transcaucasia,Secret History §274 gives high-level western subjection and garrisoning; exact 1236 Georgia/Armenia completion is not retained from this locator,Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,Secret History of the Mongols §274 (de Rachewiltz translation pp.193-194),,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round5,Transcaucasian campaign region; no polygon
mongol-cand:caucasus_steppe_rus_europe:09:ryazan,caucasus_steppe_rus_europe,1237,Mongol forces besiege and capture Ryazan during the opening of the northern Rus campaign.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:capture-ryazan-1237,chronicle names encirclement and capture; exact day and massacre rhetoric omitted,Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,"Novgorod First Chronicle, Synodal Text, A.M. 6746 (Michell & Forbes trans., 1914, pp.81-82)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round6,Ryazan city; no siege perimeter
mongol-cand:caucasus_steppe_rus_europe:10:sit-river,caucasus_steppe_rus_europe,1238,Mongol forces overtake Prince Yuri’s army at the Sit River during the northern Rus campaign.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:sit-river-1238,chronicle locates pursuit and Yuri’s death; no inferred point or force size,Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,"Novgorod First Chronicle, Synodal Text, A.M. 6746 (Michell & Forbes trans., 1914, p.83)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round6,Sit River corridor; no point geometry
mongol-cand:caucasus_steppe_rus_europe:11:kozelsk,caucasus_steppe_rus_europe,1238,Mongol forces besiege and capture Kozelsk during the northern Rus campaign.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:capture-kozelsk-1238,"chronicle identifies siege and capture; duration, numbers and annihilation rhetoric omitted",Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,"Galician-Volhynian Chronicle, second part, Batu/Kozelsk episode (Teofil Kostruba trans., 1936, pp.14-16 web text)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round6,Kozelsk city; no siege perimeter
mongol-cand:caucasus_steppe_rus_europe:12a:pereiaslav,caucasus_steppe_rus_europe,1239,Mongol forces capture Pereiaslav during the southern Rus campaign.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:capture-pereiaslav-1239,governed split; chronicle names Pereiaslav capture,Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,"Galician-Volhynian Chronicle, second part, Pereiaslav/Chernihiv episodes (Teofil Kostruba trans., 1936, pp.14-16 web text)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round6,Pereiaslav city; no siege perimeter
mongol-cand:caucasus_steppe_rus_europe:12b:chernihiv,caucasus_steppe_rus_europe,1239,Mongol forces besiege and capture Chernihiv during the southern Rus campaign.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:capture-chernihiv-1239,governed split; chronicle names Chernihiv siege/capture,Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,"Galician-Volhynian Chronicle, second part, Pereiaslav/Chernihiv episodes (Teofil Kostruba trans., 1936, pp.14-16 web text)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round6,Chernihiv city; no siege perimeter
mongol-cand:caucasus_steppe_rus_europe:13:kiev,caucasus_steppe_rus_europe,1240,Mongol forces capture Kiev during the western princes’ Rus campaign and establish imperial control structures across conquered cities.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:capture-kiev-1240,Secret History §274 names Kiwa among captured/subjugated cities; exact 6 December and sack detail omitted pending Rus witness,Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,Secret History of the Mongols §274 (de Rachewiltz translation pp.194-195),,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round5,Kiev city; no siege geometry
mongol-cand:caucasus_steppe_rus_europe:14:legnica,caucasus_steppe_rus_europe,1241,Battle near Legnica between the Mongol invasion force and Duke Henry II’s army; Henry is killed.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:battle-of-legnica-1241,"The Greater Poland Chronicle reports a Mongol detachment entering Poland, reaching Silesia, and defeating Duke Henry near Legnica; Długosz’s later annal gives an extended Legnica narrative. Include the attested battle and outcome while withholding disputed troop numbers, unit composition, tactics, supernatural episodes, and casualty totals.",Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,https://www.e-historia.com.pl/historia-w-zrodlach/sredniowiecze/rozkwit-i-schylek-sredniowiecza/s%C4%85siedzi-polski-w-xii-i-xiii-wieku/3-1-najazd-mongolski-na-polske-w-1241-r-w-swietle-kroniki-wielkopolskiej.html,https://pl.wikisource.org/wiki/Strona:Jana_D%C5%82ugosza_Dziej%C3%B3w_Polskich_ksi%C4%85g_dwana%C5%9Bcie_-_Tom_II.djvu/274,citation-only; translation/reuse unresolved; atlas English is own translation from cited Polish texts,A,round53_primary_reconciled_conservative,"Legnica battle marker only; no invasion route, manoeuvre arrows, battlefield polygon, unit positions, or control surface"
mongol-cand:caucasus_steppe_rus_europe:15:mohi,caucasus_steppe_rus_europe,1241,"The Mongol army crosses the Sajó away from the guarded bridge, surrounds the Hungarian camp, and defeats the royal army.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:battle-sajo-mohi-1241,"contemporary witness narrates Sajó crossing, encirclement and rout; casualty totals omitted",Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,"Master Roger, Carmen Miserabile chs. 28-30 (Latin text, Bibliotheca Augustana; event sequence also in CEU Press 2010 trans.)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round7,Sajó crossing/camp region near Mohi; no battle polygon
mongol-cand:caucasus_steppe_rus_europe:16:danube-bulgaria-withdrawal,caucasus_steppe_rus_europe,1241-1242,"After operating across the frozen Danube and pursuing Béla IV into Dalmatia, Mongol forces withdraw through the western Balkans and Bulgaria.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:hungary-dalmatia-withdrawal-1242,near-contemporary Dalmatian account supports the itinerary and withdrawal at regional grain; motivation is not asserted,Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,"Thomas of Split, Historia Salonitana chs. 36-39, especially withdrawal itinerary in ch.39 (Racki ed.; Sweeney source analysis 1981 pp.157-170)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round7,Dalmatia-western Balkans-Bulgaria campaign region; no route line
mongol-cand:caucasus_steppe_rus_europe:17:poland-sandomierz,caucasus_steppe_rus_europe,1259-1260,"Mongol-led invasion of Lesser Poland captures Sandomierz, then advances to Kraków before withdrawing.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:second-invasion-poland-sandomierz-1259-1260,"Długosz records the winter invasion, capture of Sandomierz town and castle, subsequent movement to Kraków, and withdrawal after a sustained raid. Include a campaign parent with Sandomierz and Kraków named-place nodes, but withhold his disputed commanders, duration, massacre details and totals pending closer contemporary corroboration.",Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,https://pl.wikisource.org/wiki/Strona:Jana_D%C5%82ugosza_Dziej%C3%B3w_Polskich_ksi%C4%85g_dwana%C5%9Bcie_-_Tom_II.djvu/372,https://pl.wikisource.org/wiki/Strona:Jana_D%C5%82ugosza_Dziej%C3%B3w_Polskich_ksi%C4%85g_dwana%C5%9Bcie_-_Tom_II.djvu/373,citation-only; translation/reuse unresolved; atlas English is own translation from cited Polish source,A,round58_primary_reconciled_conservative,"Sandomierz capture node and Kraków campaign node only; no invasion route, siege geometry, raid polygon, destruction footprint, or control surface"
mongol-cand:caucasus_steppe_rus_europe:18:byzantine-thrace,caucasus_steppe_rus_europe,1264-1265,Golden Horde forces under Nogai invade Byzantine Thrace amid an embassy crisis and secure the release of the former Seljuk sultan Kaykaus II.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:golden-horde-byzantine-thrace-campaign-1264-1265,"Corrects the single-year discovery label to the source-reconciled 1264-1265 window. Al-Mufaddal and related Arabic narratives, assessed against Pachymeres and later duplicate datings, support a Golden Horde intervention under Nogai connected to detained envoys and the release of Kaykaus II. Include a Thrace campaign parent while withholding a Constantinople siege point, exact route, tribute amount and later duplicate campaign claims.",Rus'/Latin/Hungarian/Georgian witness plus Persian-Mongol chronicle,https://history-journal.spbu.ru/article/download/19610/12227/71287,https://sciup.org/temnik-nogaj-v-povestvovanii-georgija-pahimerak-voprosu-ob-otnoshenijah-140303096,citation-only; translation/reuse unresolved; atlas English is own synthesis from cited source study and primary-source excerpts,A,round59_primary_reconciled_date_corrected,"Byzantine Thrace campaign-region label and Constantinople context marker only; no siege ring, approach route, ambush point, raid polygon, or control surface"
mongol-cand:korea_tibet_dali_vietnam:01:goryeo-submission,korea_tibet_dali_vietnam,1219,Kangdong joint operation and Goryeo-Mongol brotherhood compact,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:goryeo-mongol-kangdong-compact-1219,"Corrects discovery overclaim: Goryeosa Kim Chwi-ryeo biography records joint operations at Kangdong Fortress and a request by Mongol commanders Hachin and Jala that the two polities remain brothers; Yuan shi 208 independently records the joint attack and Zhao Chong request for annual tribute. Model as a diplomatic-military relationship turn, not Goryeo submission.",Goryeosa / Yuan shi / theatre-specific chronicle,https://db.history.go.kr/goryeo/itemLevelKrList.do?parentId=kr_103r_0010_0020&types=r,https://zh.wikisource.org/zh-hant/%E5%85%83%E5%8F%B2/%E5%8D%B7208,citation-only; translation/reuse unresolved; atlas English is own translation from cited Korean/Chinese originals,A,round27_primary_reconciled,"diplomatic-military turn anchored to Kangdong Fortress campaign region; no exact meeting point, siege works, route, or polity-wide submission geometry"
mongol-cand:korea_tibet_dali_vietnam:02:goryeo-invasion-overseer-killings,korea_tibet_dali_vietnam,1231,First Mongol invasion of Goryeo and negotiated withdrawal,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:first-invasion-goryeo-1231-1232,"Corrects compressed discovery wording: Goryeosa annals record Sartai at Anbuk and the 1231-1232 negotiations; Yuan shi 208 independently records the 1231 expedition, attacks on non-submitting districts, peace negotiations, installation of overseers, and withdrawal. The alleged blanket killing of seventy-two overseers is not promoted because the Yuan retrospective claim is not treated as sufficient event-level proof.",Goryeosa / Yuan shi / theatre-specific chronicle,https://db.history.go.kr/goryeo/itemLevelKrList.do?parentId=kr_023r_0010_0080&types=r,https://zh.wikisource.org/zh-hant/%E5%85%83%E5%8F%B2/%E5%8D%B7208,citation-only; translation/reuse unresolved; atlas English is own translation from cited Korean/Chinese originals,A,round28_primary_reconciled,"1231-1232 Goryeo campaign-region state turn with Anbuk and capital negotiation anchors only; no inferred invasion route, 72 overseer points, siege footprints, or polity-wide control polygon"
mongol-cand:korea_tibet_dali_vietnam:03:goryeo-invasion-sartai-death,korea_tibet_dali_vietnam,1232,Goryeo invasion Sartai death,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:cheoin-fortress-sartai-death-1232,"Goryeosa Kim Yun-hu biography records Sartai attacking Cheoin Fortress and being killed there; Yuan shi 208 independently records the 1232 renewed expedition, the attack on Cheoin Fortress south of the capital, and Sartai dying from an arrow wound. Model as fortress assault within the wider second invasion, not an exact battlefield point or campaign route.",Goryeosa / Yuan shi / theatre-specific chronicle,https://db.history.go.kr/goryeo/level.do?levelId=kr_103r_0010_0100&types=r,https://zh.wikisource.org/zh-hant/%E5%85%83%E5%8F%B2/%E5%8D%B7208,citation-only; translation/reuse unresolved; atlas English is own translation from cited Korean/Chinese originals,A,round26_primary_reconciled,"Cheoin Fortress marker only; no exact combat point, approach route, siege footprint, or campaign polygon"
mongol-cand:korea_tibet_dali_vietnam:04:reting-raid,korea_tibet_dali_vietnam,1240,Mongol force enters central Tibet and attacks the early Kadampa institutions at Reting (Rwa sgreng) and Gyal Lhakhang in 1240.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:central-tibet-campaign-1240,Correct the narrow discovery label to the bounded 1240 central-Tibet campaign turn. Tibetan historical sources name Mongol army arrival and burning at Reting and Gyal Lhakhang; include the named institutional attacks without promoting transmitted force or casualty numbers.,Goryeosa / Yuan shi / theatre-specific chronicle,https://library.bdrc.io/show/bdr:MW1KG5762,http://hdl.handle.net/2433/235463,citation-only; translation/reuse unresolved; atlas English is own synthesis from cited Tibetan-source analysis,A,round68_primary_reconciled_label_broadened,"Reting and Gyal Lhakhang named institutional localities only; no exact points, approach/withdrawal route, raid footprint, or control polygon"
